response,shock,horizon,median,lower,upper
Price Inflation,Shock 3,0,-0.00016175948959701932,-0.09808134492401532,0.10368914311281607
Price Inflation,Shock 3,1,0.0025961995233598793,-0.1192171944880178,0.1283173443059838
Price Inflation,Shock 3,2,0.0038930298880172198,-0.12470194122879139,0.13541229328519044
Price Inflation,Shock 3,3,0.002900937798078873,-0.14731868879454618,0.15655676366037666
Price Inflation,Shock 3,4,-0.0018244354695160386,-0.16138673564162248,0.15905297720428246
Price Inflation,Shock 3,5,-0.003964652979620632,-0.15531179406393758,0.15448623667543476
Price Inflation,Shock 3,6,-0.004201939936675144,-0.14959451702501164,0.15071233660198033
Price Inflation,Shock 3,7,-0.0027553851484153355,-0.14058900089138796,0.14061981047513672
Price Inflation,Shock 3,8,0.0002496039591640178,-0.1285073470531163,0.12706826840799543
Price Inflation,Shock 3,9,-0.0041386267792982104,-0.11544726880467486,0.11339720991747751
Price Inflation,Shock 3,10,-0.0049790742965523625,-0.09954745993489322,0.09515916403585574
Price Inflation,Shock 3,11,-0.005690787852104278,-0.08852444009372004,0.08372559370379182
Price Inflation,Shock 3,12,-0.0055594518176397476,-0.07587625459016858,0.07326456276673364
Price Inflation,Shock 3,13,-0.003945047950035608,-0.06552167804449884,0.06185567512539182
Price Inflation,Shock 3,14,-0.0030242796357509575,-0.056922580984324914,0.04948401017995642
Price Inflation,Shock 3,15,-0.0035569731380185087,-0.04922401362632941,0.04412897198251085
Price Inflation,Shock 3,16,-0.0022374596419189857,-0.04195347077410228,0.040726287112434555
Price Inflation,Shock 3,17,-0.0019509359554628829,-0.03690169690131222,0.03691353023574628
Price Inflation,Shock 3,18,-0.0013458229664438219,-0.034257359862714346,0.03393194135077039
Price Inflation,Shock 3,19,-0.0006714425521888937,-0.031133537026550154,0.030502682534819726
Price Inflation,Shock 3,20,-0.0005359001614499419,-0.02885632842662475,0.027443969252513876
Price Inflation,Shock 4,0,0.0017813423671695985,-0.1010190580167954,0.10533359129485342
Price Inflation,Shock 4,1,0.001522768097898915,-0.12481473351905972,0.12533384591998067
Price Inflation,Shock 4,2,-0.00027441013987573653,-0.13073900563122043,0.12630817648681114
Price Inflation,Shock 4,3,-0.00030855379292815915,-0.14839405368581338,0.14597891628543314
Price Inflation,Shock 4,4,-0.005183273192670471,-0.15370764946868623,0.15768872213000792
Price Inflation,Shock 4,5,-0.0068288235485202565,-0.14866399261599184,0.1521476587353309
Price Inflation,Shock 4,6,-0.006377991774499887,-0.1464631748334573,0.14932811135664983
Price Inflation,Shock 4,7,-0.00702256686006001,-0.14156523120486444,0.1408133113238086
Price Inflation,Shock 4,8,-0.004627733823996301,-0.12484972646332135,0.12369057159421176
Price Inflation,Shock 4,9,-0.00256623277793737,-0.11276541087501224,0.1096559642915492
Price Inflation,Shock 4,10,-0.0024408754949652935,-0.09417055485332233,0.09790876032768296
Price Inflation,Shock 4,11,-0.0020488611279124705,-0.0828410939659572,0.08501536733484391
Price Inflation,Shock 4,12,-0.002503508367970929,-0.07252423067135326,0.07382560139029638
Price Inflation,Shock 4,13,-0.000996323894104055,-0.0636208850775863,0.0660702355828963
Price Inflation,Shock 4,14,-0.0010288897381474428,-0.055906370700621384,0.05668017470689035
Price Inflation,Shock 4,15,0.0015951166071248865,-0.0491429845339786,0.051146848071696865
Price Inflation,Shock 4,16,0.0014430318066416023,-0.04368152977435543,0.04538242447257917
Price Inflation,Shock 4,17,0.0009099617876675084,-0.03766935482980768,0.0404154668898747
Price Inflation,Shock 4,18,0.0013864430973145254,-0.03385780637249805,0.035678533589002914
Price Inflation,Shock 4,19,0.0012727900523079832,-0.029762922148232146,0.03152461951114937
Price Inflation,Shock 4,20,0.0008514416237117572,-0.026324849230297702,0.02775006029650913
Price Inflation,Shock 5,0,0.00163800751160708,-0.09803778129185921,0.11225880489991999
Price Inflation,Shock 5,1,0.005238148444770307,-0.11912608971294864,0.14052932765333453
Price Inflation,Shock 5,2,0.002628931626695292,-0.12458402931263751,0.14533999653813878
Price Inflation,Shock 5,3,0.004973889496293972,-0.1463501921145357,0.16590688923027516
Price Inflation,Shock 5,4,0.009459969129219084,-0.15220914560345372,0.16716123129606128
Price Inflation,Shock 5,5,0.009838078945672457,-0.14918142538600654,0.16210179415809536
Price Inflation,Shock 5,6,0.012213005117018397,-0.1436816502369221,0.16092705558257317
Price Inflation,Shock 5,7,0.01079362932908542,-0.13841864232826298,0.14931153460826532
Price Inflation,Shock 5,8,0.006458350427660339,-0.1222766454670196,0.13388092544874983
Price Inflation,Shock 5,9,0.005374209409353615,-0.10548504997226209,0.11822451411068405
Price Inflation,Shock 5,10,0.0039367875527845375,-0.08805325806806158,0.10040621427898141
Price Inflation,Shock 5,11,0.003941070279641,-0.07767107398907477,0.08332888989019112
Price Inflation,Shock 5,12,0.004051127427752585,-0.0679643725043887,0.07269196496452657
Price Inflation,Shock 5,13,0.0029257051949944414,-0.06205595244418368,0.0650654394946442
Price Inflation,Shock 5,14,0.0016823448605151352,-0.053999951438094385,0.05666382724370496
Price Inflation,Shock 5,15,0.002612812497588761,-0.04696452053998555,0.05177369444581704
Price Inflation,Shock 5,16,0.00041409216261792555,-0.04322723240136987,0.045001726904012815
Price Inflation,Shock 5,17,0.0006144093427202424,-0.039519946961830574,0.040034135633822424
Price Inflation,Shock 5,18,-1.3907280017663585e-6,-0.03580206528949287,0.034268909865426536
Price Inflation,Shock 5,19,-0.00022060513616081756,-0.032099537017985354,0.030874762125310033
Price Inflation,Shock 5,20,-0.0009931718172324858,-0.029057220186349708,0.02694221869145882
Unemployment Rate,Markup Shock,0,-0.01470654732595928,-0.41351178952371914,0.4365965096191359
Unemployment Rate,Markup Shock,1,-0.005186109211311008,-0.2743390951723714,0.302039751784082
Unemployment Rate,Markup Shock,2,-0.005241555371753536,-0.2524321039620069,0.2576390479356016
Unemployment Rate,Markup Shock,3,0.004526879147367011,-0.2710405061281169,0.26653229017713126
Unemployment Rate,Markup Shock,4,-0.011948367176300163,-0.2742212896423962,0.25818527609877734
Unemployment Rate,Markup Shock,5,-0.007992513766052143,-0.28332495448967804,0.27609380154800556
Unemployment Rate,Markup Shock,6,-0.007017452458388284,-0.23966298790179358,0.23697162560558288
Unemployment Rate,Markup Shock,7,-0.0015027648952715056,-0.21927472373782098,0.21441617172305782
Unemployment Rate,Markup Shock,8,-0.0032614625385521297,-0.19015243574949092,0.18457872735919814
Unemployment Rate,Markup Shock,9,-0.005132080983626727,-0.16302016753734552,0.15740559271015275
Unemployment Rate,Markup Shock,10,-0.004311579123532431,-0.13662729115410677,0.13264989739141908
Unemployment Rate,Markup Shock,11,-0.004665464111126551,-0.11233636354526509,0.10761424537052657
Unemployment Rate,Markup Shock,12,-0.00156684819182566,-0.09909607822024467,0.08954606246436894
Unemployment Rate,Markup Shock,13,0.001422029248060357,-0.08348225152301024,0.07812061540258583
Unemployment Rate,Markup Shock,14,0.001786776256577438,-0.07319034943028108,0.06987383930180406
Unemployment Rate,Markup Shock,15,-0.001521978677346747,-0.06925027932106055,0.0697877012501216
Unemployment Rate,Markup Shock,16,-0.0025989651218416635,-0.06651537510671005,0.06826271436185781
Unemployment Rate,Markup Shock,17,-0.0003511080696064358,-0.06693912488905504,0.06815589596736893
Unemployment Rate,Markup Shock,18,0.0016816234235188976,-0.06726027432607276,0.06732510922474905
Unemployment Rate,Markup Shock,19,0.0006889741072715136,-0.06805591408364628,0.06677122030001403
Unemployment Rate,Markup Shock,20,0.00021414572703927937,-0.0688962505618866,0.0661815503589761
Unemployment Rate,Shock 2,0,-0.007990326914777968,-0.3888520047432391,0.4177169144829715
Unemployment Rate,Shock 2,1,-0.0023614534572500494,-0.2562472384423126,0.2686370606282438
Unemployment Rate,Shock 2,2,0.002582511351719127,-0.23522655200977463,0.2607739026995807
Unemployment Rate,Shock 2,3,0.00064237084283296,-0.270164015188563,0.3148236216027294
Unemployment Rate,Shock 2,4,0.010198264938203593,-0.2678546862701372,0.3011129593992393
Unemployment Rate,Shock 2,5,0.0038189025036172173,-0.2673284397861266,0.2909184604815009
Unemployment Rate,Shock 2,6,0.014890969417099224,-0.23568521183249636,0.2565040256824421
Unemployment Rate,Shock 2,7,0.017101734304714365,-0.2145331955013784,0.2362502209009477
Unemployment Rate,Shock 2,8,0.012168639643560398,-0.18339962303465507,0.20249359487756113
Unemployment Rate,Shock 2,9,0.01204052213078734,-0.16223286739258608,0.1804972446047907
Unemployment Rate,Shock 2,10,0.013591522470330563,-0.1335813843298631,0.15158712017842368
Unemployment Rate,Shock 2,11,0.009612513031073949,-0.11376649530766729,0.1253912599410919
Unemployment Rate,Shock 2,12,0.00792225576746804,-0.09793144803352165,0.1042150964059831
Unemployment Rate,Shock 2,13,0.004602265094574003,-0.08643634073281944,0.09192128158450176
Unemployment Rate,Shock 2,14,0.0020122907524914293,-0.07615176184993282,0.08328504841205187
Unemployment Rate,Shock 2,15,0.0007053921154885814,-0.06868588167720519,0.07687738459378543
Unemployment Rate,Shock 2,16,-0.0014648456454181896,-0.06604155551177288,0.06825134497048872
Unemployment Rate,Shock 2,17,-0.0019864209351285753,-0.061649806505371406,0.06748793635745727
Unemployment Rate,Shock 2,18,-0.0010003491752517773,-0.058989594979645114,0.06250036960050957
Unemployment Rate,Shock 2,19,-0.0015035620449752867,-0.057375452660310654,0.06295674727493655
Unemployment Rate,Shock 2,20,-0.0012362466826461662,-0.05631268270339031,0.060157155490415185
Unemployment Rate,Shock 3,0,-0.03838422168215408,-0.4674250477301149,0.3808864892994572
Unemployment Rate,Shock 3,1,-0.038786818797270396,-0.30931847077869695,0.2569976814447229
Unemployment Rate,Shock 3,2,-0.0378308340974884,-0.2657701644825524,0.23469318767291564
Unemployment Rate,Shock 3,3,-0.02413619665465156,-0.30131359437183347,0.2702089443379998
Unemployment Rate,Shock 3,4,-0.026789885305585157,-0.3067556496799397,0.26726169299867875
Unemployment Rate,Shock 3,5,-0.02462059781773588,-0.2983208592242185,0.2614061270996827
Unemployment Rate,Shock 3,6,-0.020035560864100542,-0.2739743163463297,0.23648477655038402
Unemployment Rate,Shock 3,7,-0.01907576707675885,-0.2481018262092347,0.21100974127079228
Unemployment Rate,Shock 3,8,-0.015150544728993713,-0.2187002853036829,0.18377794576087816
Unemployment Rate,Shock 3,9,-0.016317730059037073,-0.1871164971689182,0.15618074576248211
Unemployment Rate,Shock 3,10,-0.010940951088726211,-0.15664647944466445,0.12741735805865828
Unemployment Rate,Shock 3,11,-0.010865190487423047,-0.12844022869054875,0.10780702604409051
Unemployment Rate,Shock 3,12,-0.011521570062785785,-0.11149524533346042,0.0959429804584006
Unemployment Rate,Shock 3,13,-0.008229267765361498,-0.09653993706655815,0.08431804148513604
Unemployment Rate,Shock 3,14,-0.007496806227716339,-0.08443010576715954,0.07758123946023963
Unemployment Rate,Shock 3,15,-0.0055648335040309705,-0.07703866356419134,0.07398710053663823
Unemployment Rate,Shock 3,16,-0.0050130545346015395,-0.07479593494723587,0.07327139984869534
Unemployment Rate,Shock 3,17,-0.00284354964737609,-0.07356444313718151,0.06795959186940691
Unemployment Rate,Shock 3,18,-0.0022545684271128943,-0.07101575805261569,0.0655272024383015
Unemployment Rate,Shock 3,19,-0.0006442161330872931,-0.06889965905109376,0.06480060461575918
Unemployment Rate,Shock 3,20,0.00016791884518634086,-0.06667248305375531,0.0633939239002784
Unemployment Rate,Shock 4,0,0.0019835881027120902,-0.43512229461060675,0.3870783549715724
Unemployment Rate,Shock 4,1,0.0028883962409438136,-0.2684262537546145,0.2703053584362751
Unemployment Rate,Shock 4,2,0.008711781879103818,-0.24976987121369867,0.23968171658844692
Unemployment Rate,Shock 4,3,0.0008193645170331738,-0.2847551910951403,0.2802212412538267
Unemployment Rate,Shock 4,4,0.01594863832198886,-0.2789843907212075,0.2820672597235362
Unemployment Rate,Shock 4,5,0.011551542899542095,-0.27527425533575056,0.27304784092408296
Unemployment Rate,Shock 4,6,0.018167611950894724,-0.24223843890265134,0.25145881392051667
Unemployment Rate,Shock 4,7,0.017041948530897685,-0.21864971597207294,0.23387432227625302
Unemployment Rate,Shock 4,8,0.01026953940629911,-0.19200351836746463,0.19733908895158436
Unemployment Rate,Shock 4,9,0.009140229503195606,-0.16347804612536063,0.17221237908538584
Unemployment Rate,Shock 4,10,0.005849131919613691,-0.13855684767087786,0.14275876190293868
Unemployment Rate,Shock 4,11,0.005122472783300585,-0.11701064813731021,0.11545867626058903
Unemployment Rate,Shock 4,12,0.004860813050623987,-0.09951902375819033,0.10034497220853075
Unemployment Rate,Shock 4,13,0.0040345811962391575,-0.08551552160521027,0.084754376893609
Unemployment Rate,Shock 4,14,0.0027158713791323504,-0.0810680416431109,0.07590909589025562
Unemployment Rate,Shock 4,15,0.0005933103155612118,-0.07378679928825566,0.07349135765860984
Unemployment Rate,Shock 4,16,-0.0005788495858132005,-0.07075295625221426,0.07162304529636436
Unemployment Rate,Shock 4,17,-0.0012749785678392402,-0.0696234336716628,0.06961509918663492
Unemployment Rate,Shock 4,18,-0.003080353161285557,-0.06856433258828075,0.06805570731812874
Unemployment Rate,Shock 4,19,-0.0019635077361099588,-0.06682457970566953,0.06338566807209044
Unemployment Rate,Shock 4,20,-0.0007997208469840596,-0.06528638355384254,0.060965531577515136
Unemployment Rate,Shock 5,0,-0.00516188096040268,-0.3893154408254826,0.39826606283921717
Unemployment Rate,Shock 5,1,-0.0050449100373489465,-0.2648175398999537,0.2680453099784429
Unemployment Rate,Shock 5,2,-0.006717495245755135,-0.2498121873993803,0.24989940548159642
Unemployment Rate,Shock 5,3,0.0031500025700818123,-0.2729229719685862,0.2892949197417163
Unemployment Rate,Shock 5,4,0.00703256818229319,-0.28305004379587917,0.274556462377534
Unemployment Rate,Shock 5,5,0.00032384993863475897,-0.28042479519616975,0.27791052751641004
Unemployment Rate,Shock 5,6,0.0005453776328256108,-0.24633621247963455,0.24491272230593644
Unemployment Rate,Shock 5,7,-0.0017308292918199156,-0.22353382637506153,0.22781214579046824
Unemployment Rate,Shock 5,8,-0.0004116925135252641,-0.19828386845866275,0.1941007019685307
Unemployment Rate,Shock 5,9,-0.0038513330756132997,-0.17315843325053815,0.16735994465333948
Unemployment Rate,Shock 5,10,-0.004788122775562762,-0.14654413328130533,0.14456420895142238
Unemployment Rate,Shock 5,11,-0.004243863320235605,-0.1222992760257201,0.1194258104267299
Unemployment Rate,Shock 5,12,-0.00042173505892544787,-0.10359929783715187,0.1041792075154783
Unemployment Rate,Shock 5,13,-0.0012066560211673619,-0.08969918128140038,0.09058764514331294
Unemployment Rate,Shock 5,14,-0.0017386270886814864,-0.08023969150578628,0.08267964096555035
Unemployment Rate,Shock 5,15,-0.0017007460635231147,-0.0765520706744112,0.07699384944788579
Unemployment Rate,Shock 5,16,-0.0001387187436161083,-0.07108980237251043,0.07212439145805712
Unemployment Rate,Shock 5,17,0.0019512512458404723,-0.06936960186367358,0.07100826401351687
Unemployment Rate,Shock 5,18,0.001449123426145102,-0.06609157570930219,0.06791368984257694
Unemployment Rate,Shock 5,19,0.0018697500077550226,-0.06509834663839309,0.06622420031511259
Unemployment Rate,Shock 5,20,0.0017323567299875036,-0.06154612485894715,0.06575521380228255
Fed Funds Rate,Markup Shock,0,0.002682226474950658,-0.14210996668400308,0.15907327995002057
Fed Funds Rate,Markup Shock,1,0.002548896570309965,-0.2238851679494625,0.2528595990634122
Fed Funds Rate,Markup Shock,2,0.008279301504847751,-0.2962334110218119,0.3294693699315835
Fed Funds Rate,Markup Shock,3,0.002965430155804028,-0.3367141061027229,0.3745396942423638
Fed Funds Rate,Markup Shock,4,0.0018208978492159533,-0.3556212351803676,0.39333864661278944
Fed Funds Rate,Markup Shock,5,0.007434846785569656,-0.36966882897958203,0.4017123043880908
Fed Funds Rate,Markup Shock,6,0.007232537233492067,-0.35899354681281775,0.39315902864375357
Fed Funds Rate,Markup Shock,7,0.009438630133645919,-0.34744941291412434,0.3761362319579628
Fed Funds Rate,Markup Shock,8,0.003263799853699747,-0.3249655489384947,0.346309598511782
Fed Funds Rate,Markup Shock,9,-0.001474402143747481,-0.30457748123570094,0.3185718219476745
Fed Funds Rate,Markup Shock,10,-0.006692037465381245,-0.28084818271159645,0.29288719476664754
Fed Funds Rate,Markup Shock,11,-0.005411619071639636,-0.2535331219339266,0.2658076228355788
Fed Funds Rate,Markup Shock,12,0.0015701272959405023,-0.22599099006738987,0.23626037663206279
Fed Funds Rate,Markup Shock,13,0.0016065528997374673,-0.19773947289617833,0.20368809006090055
Fed Funds Rate,Markup Shock,14,0.0021599905188244978,-0.17362526850788335,0.18297341352662758
Fed Funds Rate,Markup Shock,15,0.0008896697934828923,-0.15400380219381388,0.1591886281104108
Fed Funds Rate,Markup Shock,16,0.0005012217936636919,-0.13360443216941664,0.13272918832197386
Fed Funds Rate,Markup Shock,17,-0.0013389354425555966,-0.11257968738577585,0.10928967645714369
Fed Funds Rate,Markup Shock,18,-0.002099078874033839,-0.09330542159114537,0.0905131535025034
Fed Funds Rate,Markup Shock,19,-0.0010110274345358666,-0.07574268531523776,0.07323365933674095
Fed Funds Rate,Markup Shock,20,-0.0007246642577258856,-0.061791343757829784,0.06085702981604518
Fed Funds Rate,Shock 2,0,-0.00479982530582419,-0.15344289623015647,0.1430603481424214
Fed Funds Rate,Shock 2,1,-0.00641508645128468,-0.2503333084268814,0.23394282268776798
Fed Funds Rate,Shock 2,2,-0.005582750813752988,-0.3277274421655097,0.30026127638635464
Fed Funds Rate,Shock 2,3,-0.008522614448604712,-0.36881424548841757,0.3357362194337188
Fed Funds Rate,Shock 2,4,-0.006408867180160012,-0.37779485178618255,0.3507390376842783
Fed Funds Rate,Shock 2,5,-0.011985627166908989,-0.37816837123370833,0.35144209327248643
Fed Funds Rate,Shock 2,6,-0.006951101340133268,-0.36881051697301775,0.33665263506496174
Fed Funds Rate,Shock 2,7,-0.006223594689384469,-0.3422190292167984,0.31156724795688046
Fed Funds Rate,Shock 2,8,-0.005900562923232214,-0.31832970231148267,0.2997213056941307
Fed Funds Rate,Shock 2,9,-0.006998898402672149,-0.29339719414645477,0.2709493580818944
Fed Funds Rate,Shock 2,10,-0.005574314174869334,-0.26956062339261744,0.24214699715738658
Fed Funds Rate,Shock 2,11,-0.007886417671084705,-0.24209537881303414,0.2206813094828976
Fed Funds Rate,Shock 2,12,-0.009213335740031855,-0.21881768497581897,0.20375841886748192
Fed Funds Rate,Shock 2,13,-0.009948709545880532,-0.1999327441956112,0.18039012422460418
Fed Funds Rate,Shock 2,14,-0.006541507929138716,-0.17231662094354228,0.1611388843583233
Fed Funds Rate,Shock 2,15,-0.006043586255358353,-0.14916638792015768,0.14461559255682627
Fed Funds Rate,Shock 2,16,-0.008016074219179409,-0.12919416198353378,0.12836323464201235
Fed Funds Rate,Shock 2,17,-0.00796249870388741,-0.10997737014454799,0.11108354402387352
Fed Funds Rate,Shock 2,18,-0.007182462713495812,-0.09327320349989875,0.09257808954362146
Fed Funds Rate,Shock 2,19,-0.006447390787099982,-0.07873879217124262,0.07817677785495106
Fed Funds Rate,Shock 2,20,-0.003859103054372289,-0.06613270242745688,0.06502851735390074
Fed Funds Rate,Shock 3,0,0.019641832617036815,-0.131024386931222,0.15085979309204442
Fed Funds Rate,Shock 3,1,0.029211080694654053,-0.2184667104657286,0.24685349137445706
Fed Funds Rate,Shock 3,2,0.03265531746024372,-0.2804263520245779,0.31336701039921727
Fed Funds Rate,Shock 3,3,0.04524456259006829,-0.3204204288052641,0.3604366167302401
Fed Funds Rate,Shock 3,4,0.05270825641388645,-0.34028721660549555,0.369984195762453
Fed Funds Rate,Shock 3,5,0.0502942883881415,-0.3490195869427741,0.3742084256147472
Fed Funds Rate,Shock 3,6,0.04880421541391212,-0.342089414680756,0.36184905579660415
Fed Funds Rate,Shock 3,7,0.042732384999094195,-0.32010943807471554,0.3378472638351718
Fed Funds Rate,Shock 3,8,0.0324289023185506,-0.30041545793203456,0.321387448882955
Fed Funds Rate,Shock 3,9,0.02678181374740067,-0.28465215523585286,0.29669118228402086
Fed Funds Rate,Shock 3,10,0.0243801616444581,-0.2515845279321329,0.28240830773067904
Fed Funds Rate,Shock 3,11,0.016419853936775128,-0.22897288135822624,0.2544821992278578
Fed Funds Rate,Shock 3,12,0.013576144605372042,-0.20788857077137907,0.22960142238799083
Fed Funds Rate,Shock 3,13,0.0037920840213360955,-0.18291156107921483,0.20764056973308614
Fed Funds Rate,Shock 3,14,0.005697793350526428,-0.1632906719432218,0.1790684023332464
Fed Funds Rate,Shock 3,15,0.004234816761077455,-0.14231184588442294,0.15604505916100303
Fed Funds Rate,Shock 3,16,0.005137399479541781,-0.12371289148754314,0.13376736498398253
Fed Funds Rate,Shock 3,17,0.0020442556463705344,-0.10724577004802575,0.11461028089313444
Fed Funds Rate,Shock 3,18,0.0014104552975467571,-0.09051198991779708,0.09852357223737518
Fed Funds Rate,Shock 3,19,0.0015183211581598875,-0.0760259438357026,0.08212623618405888
Fed Funds Rate,Shock 3,20,9.572117601503698e-5,-0.06419048532698003,0.06678095228657746
Fed Funds Rate,Shock 4,0,-0.00980153304172468,-0.15329799164660776,0.15231243388694676
Fed Funds Rate,Shock 4,1,-0.011007720148205452,-0.2499342949043916,0.24220789933212203
Fed Funds Rate,Shock 4,2,-0.019345307736338732,-0.3301315060334864,0.31242444447346374
Fed Funds Rate,Shock 4,3,-0.018625461202957022,-0.3686565568482018,0.357620161480981
Fed Funds Rate,Shock 4,4,-0.029087361875414993,-0.3808063795436714,0.36767571405252253
Fed Funds Rate,Shock 4,5,-0.030638895040106053,-0.38558614005538533,0.3727679153160473
Fed Funds Rate,Shock 4,6,-0.030927686132024172,-0.37455409197521233,0.3645874260874917
Fed Funds Rate,Shock 4,7,-0.021495635027879476,-0.3535183514494684,0.3344575685635048
Fed Funds Rate,Shock 4,8,-0.01820764140830044,-0.33249651678802655,0.31756344175207324
Fed Funds Rate,Shock 4,9,-0.01359925030904037,-0.30884244547419387,0.28759603243405424
Fed Funds Rate,Shock 4,10,-0.011995120227837466,-0.2820570196063806,0.25998131519346557
Fed Funds Rate,Shock 4,11,-0.00871800044221611,-0.2563560057948964,0.2371119347478629
Fed Funds Rate,Shock 4,12,-0.013091923926829917,-0.23470770018616288,0.21079119853835876
Fed Funds Rate,Shock 4,13,-0.009510347513153996,-0.20900521455537469,0.1884614727950268
Fed Funds Rate,Shock 4,14,-0.0034130328639299344,-0.1786786971614326,0.1665092983836244
Fed Funds Rate,Shock 4,15,-0.003956144997681426,-0.15540960066852474,0.14553035813390194
Fed Funds Rate,Shock 4,16,-0.003030040512791535,-0.13298552962567148,0.12824881121872042
Fed Funds Rate,Shock 4,17,-0.002087986184107678,-0.114592455608439,0.10749090769018736
Fed Funds Rate,Shock 4,18,-0.001947708968384589,-0.09548071753402952,0.09191810638132697
Fed Funds Rate,Shock 4,19,-0.0027511077862897534,-0.07932094955234177,0.07429626969711718
Fed Funds Rate,Shock 4,20,-0.0014815806895367538,-0.06625787120398983,0.06039218852858824
Fed Funds Rate,Shock 5,0,-0.009870861255927973,-0.14787830019625084,0.14444368314241332
Fed Funds Rate,Shock 5,1,-0.015028262697514425,-0.23622078171839314,0.23304810853110508
Fed Funds Rate,Shock 5,2,-0.01931616639958006,-0.3022270214522248,0.30957378828026416
Fed Funds Rate,Shock 5,3,-0.021573567151580063,-0.35572233371176004,0.3479893315277539
Fed Funds Rate,Shock 5,4,-0.019596409781370033,-0.37804126935616955,0.36026277888141317
Fed Funds Rate,Shock 5,5,-0.015982092965795138,-0.3803125006063666,0.3638477632466054
Fed Funds Rate,Shock 5,6,-0.013033384688898093,-0.3663080929697098,0.3642799250339278
Fed Funds Rate,Shock 5,7,-0.010395150710174762,-0.352944169517513,0.35047019121963213
Fed Funds Rate,Shock 5,8,-0.007562991518221995,-0.3270700933954608,0.32900571886550684
Fed Funds Rate,Shock 5,9,-0.003941604185012789,-0.3037670988655128,0.3100510156681542
Fed Funds Rate,Shock 5,10,-0.0045577445992316685,-0.2845330355100861,0.2930169486769847
Fed Funds Rate,Shock 5,11,-0.002186861620581383,-0.2537252498553301,0.2670634298681629
Fed Funds Rate,Shock 5,12,-0.00027063563541371505,-0.22840706799082613,0.2346991255486361
Fed Funds Rate,Shock 5,13,0.004545378459555133,-0.2059908624068311,0.20936517089495588
Fed Funds Rate,Shock 5,14,0.008397588640786428,-0.17919724173567247,0.18197945049958156
Fed Funds Rate,Shock 5,15,0.010944695940376902,-0.15466498949846366,0.16237495606174956
Fed Funds Rate,Shock 5,16,0.010141873295708438,-0.13318835392877448,0.1404523557609103
Fed Funds Rate,Shock 5,17,0.008843725608368784,-0.11421210635884378,0.1182548161118043
Fed Funds Rate,Shock 5,18,0.008686340748549074,-0.09480155644393556,0.09831451592211518
Fed Funds Rate,Shock 5,19,0.006841719857667586,-0.07733339617144962,0.08164349708827509
Fed Funds Rate,Shock 5,20,0.003102390130905016,-0.0633595987978279,0.06713364756636474
